restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
Vivo - Alila Diwa,"Turkish, Pizza, Goan, Chinese, North Indian, Mughlai, Desserts",4.3,"Alila Diwa, Majorda, Goa",7:30am – 10:30pm (Today),+918322746800,"Breakfast, Staff, Service, Ambience, Food","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹2,500 for two people (approx.) with alcohol",65
Cohiba,"Finger Food, Continental, Bar Food, Goan, Italian, Seafood, North Indian, Desserts",4.1,"Candolim, Goa",Opens at 7pm,+917722031222,"Nachos, Calamari, Drink, Cocktails, Pasta","₹1,800 for two people (approx.) with alcohol","Full Bar Available
Live Sports Screening
Smoking Area
Outdoor Seating
Live Music
Dress Code Applicable
Indoor Seating
Serves Cocktails
Live Entertainment","Best Party Place, Band Playing, Wee Hours, Fun Place, Live Band, Good Crowd",881
Kalpana Ice Cream,"Desserts, Ice Cream",3.2,"Ponda, Goa",9:30am – 10:30pm (Today),+918322312929,₹150 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",32
Nick's Cafe18,"Sandwich, Burger, Finger Food",3.5,"Benaulim, Goa",1:30pm – 10pm (Today),+919764610777,₹400 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",20
Iceberg Icecreams,"Desserts, Ice Cream",3.6,"Ponda, Goa",11am – 12:30am (Today),+918095860929,"Good Wifi, Student Crowd, Customizable Food, Elaborate Menu, Fresh Food, Good Quality","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹400 for two people (approx.),39
Om Shanti,"Chinese, Seafood, Goan, Continental",3.6,"Palolem, Goa",8am – 10pm (Today),+919850781663,"Breakfast, Good Quality, Staff, Service, Food","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Seaside
Outdoor Seating
Wifi
Indoor Seating",₹600 for two people (approx.) Without alcohol,15
Beach Queen,"North Indian, Chinese, Goan, Continental",3.6,"Calangute Beach, Calangute, Goa",8am – 11:30pm (Today),+919767807805,"View, Staff, Service, Food","Exclusive of applicable taxes and charges, if any","Breakfast
Full Bar Available
Outdoor Seating
Wifi
Indoor Seating
Smoking Area
Family Friendly",₹900 for two people (approx.) Without alcohol,18
Pine Tree,Chinese,3.3,"Calangute Beach, Calangute, Goa",8am – 1am (Today),+919822165337,₹700 for two people (approx.) Without alcohol,,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",17
Lavish,"Chinese, North Indian, Goan, Seafood, Desserts, Beverages",3.0,"Arambol, Goa",11am – 12midnight (Today),+919764269211,₹950 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",14
New Bombay Shiv Sagar,"North Indian, Street Food, Sandwich, South Indian, Chinese, Mughlai, Ice Cream, Beverages",3.1,"Panaji, Goa",8am – 11pm (Today),+917030293949,₹400 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",32
Pedro's Bar And Restaurant,"Goan, Chinese, Continental, Bar Food, Seafood, North Indian, Mughlai, Desserts",3.9,"Benaulim, Goa",9am – 1am (Today),+919822389177,"Behavior, Waiter, Great Place, Music, Good Food, Quantity","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹950 for two people (approx.) with alcohol,198
Downtown Resto Cafe,"Fast Food, Chinese, Desserts",3.9,"Ponda, Goa",Opens tomorrow at 1pm,+918390838832,"Customer Service is Amazing, Comforting Atmosphere, Cute Packaging, Food Presentation, Worth the Money, Extensive Menu","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹500 for two people (approx.),53
O'Camotim,"North Indian, Mughlai, Goan, Seafood",3.9,"Panaji, Goa",Opens at 7pm,+918830079740,"Elaborate Menu, Fresh Food, Good Quality, Staff, Service","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹1,200 for two people (approx.)",28
Banyan-Tree - Taj Holiday Village Resort & Spa,Asian,4.9,"Taj Holiday Village Resort & Spa, Candolim, Goa",Opens at 7:30pm,+918326645858,"Chicken Thai Curry, Soup, Desserts, Salad, Sauce, Starters","₹3,500 for two people (approx.) Without alcohol","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Courteous Service, Great Service, Chef, Main Course, Experience, Staff",128
Shiori - Yakitori Bar,"Japanese, Sushi",3.9,"Siolim, Goa",Opens at 7pm,+918805002432,"₹2,500 for two people (approx.) with alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",11
Azura,"North Indian, Chinese, Mediterranean, Seafood, Goan, Pizza, Fast Food, Street Food",4.4,"Candolim Beach, Candolim, Goa",11:30am – 11:30pm (Today),+918805208025,"Bbq Chicken Taco, Veg Sandwich, Chicken Fry, Margherita Pizza, Sweet Corn Soup, Manchow Soup","₹1,100 for two people (approx.) Without alcohol","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Fantastic Decoration, Sanitised Service, Excellent Location, Comforting Atmosphere, Served Quickly, Good Wifi",578
Salud,"Goan, Continental, Fast Food, Seafood, Pizza",3.9,"Vagator, Goa",9:30am – 12midnight (Today),+917981550083,"₹1,300 for two people (approx.) with alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",12
Rock & Roll Live Ice Cream,"Desserts, Ice Cream, Waffle, Beverages",3.2,"Mapusa, Goa",11:30am – 12midnight (Today),+919325193655,₹300 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",6
Momo Mia Cafe,"Momos, Chinese, Beverages",3.0,"Margao, Goa",11:30am – 10pm (Today),+918010529623,"Wonderful Presentation, Worth the Money, Great Portions, Timely Service, Delicious Food","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹300 for two people (approx.),5
Hotel Sameera,"Goan, North Indian, Beverages",3.2,"Ponda, Goa",8am – 11pm (Today),+919823252146,₹300 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",18
Kiko Beach,"Asian, Continental, Mexican, European",-,"Morjim, Goa",12noon – 12midnight (Today),+919971133091,"₹1,500 for two people (approx.) with alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",0
Taco Bell,"Mexican, Fast Food",2.4,"Penha de Franca, Goa",10am – 1am (Today),+917669715887,₹300 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",4
GROK,"Modern Indian, Goan, Fast Food",4.4,"Hyatt Centric, Candolim, Goa",24 Hours (Today),+918327161310,"Buffet, Cheesecake, Cocktails, Desserts, Drinks","₹2,000 for two people (approx.) Without alcohol","Breakfast
Home Delivery
Full Bar Available
Indoor Seating
Wifi
Outdoor Seating
Live Music
Buffet
4/5 Star
Smoking Area
Family Friendly
DJ","Hearty Breakfasts, Quaint Little Place, Customizable Dishes, Weekend Brunch, Soft Music, Variety of Pizza",190
17th Avenue Cafe,"Cafe, Fast Food, Sandwich, Pizza, Ice Cream, Desserts, Beverages, Shake",3.1,"Colva, Goa",9am – 11pm (Today),+918412063718,₹800 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",75
Hot Dog,Hot dogs,3.5,"Mall De Goa, Penha De Franca, Goa",11am – 11pm (Today),+919096073388,₹300 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",6
Aabu's Bar & Cafe,"North Indian, Continental, Pizza, Burger, Fast Food, Desserts, Shake, Beverages",4.2,"Baga, Goa",Opens at 7pm,+919999812830,"₹1,300 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Desserts and Bakes
Indoor Seating","Exclusive of applicable taxes and charges, if any",89
SinQ Nightclub,Finger Food,4.0,"Candolim, Goa",Opens at 8pm,+918308000080,Warm earthy tones combine perfectly with the inviting blue of the pool and private Cabanas,"₹2,000 for two people (approx.) with alcohol","Full Bar Available
DJ
Live Entertainment
Outdoor Seating
Indoor Seating
Dance Floor
Live Sports Screening
Live Music
Serves Cocktails
Table booking recommended
Smoking Area","Good Bartenders, Dance Floor, Packed on Weekends, Fancy Crowd, Parking Space, Great Music",673
Happy Soul,"Healthy Food, Continental, Middle Eastern, South Indian, Salad, Sandwich",3.9,"Assagao, Goa",Opens on Sunday at 8:30am,+917378581120,"₹1,200 for two people (approx.)",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",14
Kuzner,"Goan, North Indian, Seafood, Continental, Salad, Pizza, Steak, Desserts",4.5,"Candolim, Goa",11:30am – 12midnight (Today),+917498953851,"Excellent Food and Service, Best Staff, Comforting Atmosphere, Clean and Hygienic Place, Served Quickly, Affordable Prices","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Live Music
Live Sports Screening
Indoor Seating
Smoking Area
Serves Cocktails",₹900 for two people (approx.) Without alcohol,106
Saké - The Asian Lounge,"Asian, Sushi, Japanese, Cantonese, Desserts",3.9,"Assagao, Goa",Opens at 7pm,+918484946760,"₹2,500 for two people (approx.) with alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",9
Cinnamon,"Healthy Food, Italian, Mexican, Continental, Fast Food",3.6,"Benaulim, Goa",7:30am – 11pm (Today),+917448083862,"Breakfast Menu, Cooperative Staff, Fantastic Decoration, Delicious Taste, Clean and Hygienic Place, Best Food under Best Budget","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹950 for two people (approx.),36
The Lazy Dog,"North Indian, Chinese, Continental, Fast Food, Goan, Seafood, Desserts, Beverages",3.9,"Mandrem, Goa",11am – 8pm (Today),+918766403860,"₹1,400 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Desserts and Bakes","Exclusive of applicable taxes and charges, if any",4
The Lazy Dog,"North Indian, Chinese, Continental, Fast Food, Goan, Seafood, Desserts, Beverages",3.9,"Mandrem, Goa",11am – 8pm (Today),+918766403860,"₹1,400 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Desserts and Bakes","Exclusive of applicable taxes and charges, if any",4
Curries Bar & Restaurant,"North Indian, Goan, Chinese, Fast Food, Sandwich, Pizza, Continental, Desserts",3.1,"Calangute, Goa",Opens at 7:30pm,+917028658069,₹950 for two people (approx.),,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",25
Sheela Restaurant & Bar,"Goan, Chinese, Biryani, Seafood, Ice Cream, Desserts, Beverages",4.2,"Chicalim, Goa",Opens at 7pm,+918390001777,"Great View, Relaxed Atmosphere, Best Places, Good Ambience, Location, Main Course","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Desserts and Bakes
Smoking Area",₹850 for two people (approx.) Without alcohol,340
Jackfruit Tree,"Continental, Seafood, Fast Food, Coffee, Salad, Juices, Beverages",4.5,"Assagao, Goa",Opens on Wednesday at 9:30am,+919518723594,"Quiet Place, Staff, Ambience, Food","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Wifi","₹1,200 for two people (approx.) Without alcohol",21
Watermark The Floating Lounge & Pub,"North Indian, Oriental, Thai, Mughlai, Goan, Finger Food, Beverages, Desserts",4.2,"Panaji, Goa",1pm – 11pm (Today),+918830174483,"Butter Chicken Croquette, Drums of Heaven, Drink, Sauce","₹1,900 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Desserts and Bakes
DJ
Karaoke
Live Sports Screening
Live Music
Romantic Dining
Serves Cocktails
Available for Functions
Dance Floor
Live Entertainment
Valet Parking Available
Outdoor Seating
Indoor Seating
Rooftop
Table booking recommended
Family Friendly
Smoking Area","Floating Restaurant, Good Service Good Quality, Gastronomical Experience, Good for Large Groups, Awesome View, Deck",225
Cafe Gravity,"Cafe, Fast Food, Sandwich, Burger, Pasta, Pizza, Waffle, Beverages",4.0,"Panaji, Goa",11am – 11pm (Today),+919764169311,"Young Crowd, Good Music, Elaborate Menu, Good Quality, Fresh Food, Price","Exclusive of applicable taxes and charges, if any","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹700 for two people (approx.),17
The Assa House,French,3.9,"Assagao, Goa",Opens at 6:30pm,+919371831223,"₹3,500 for two people (approx.) Without alcohol",,"Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts","Exclusive of applicable taxes and charges, if any",12
Davide's Pizzeria,"Pizza, Italian",4.6,"Siolim, Goa",Opens tomorrow at 12noon,+919021936350,"Tiramisu, Garlic Bread, Pizzas, Dessert, Sauce","₹1,400 for two people (approx.)","Titlie
4.0
DINING
-
DELIVERY
Continental, Seafood, North Indian, Pizza, Italian, Beverages
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Ample Seating Area, Relaxed Atmosphere, Host, Chef, Best Food under Best Budget, Portion",112
